date,route,season,month,significant_wave_height_m,wind_speed_knots,sea_state_code,speed_reduction_pct,fuel_increase_pct,voyage_delay_days
3/30/2025,brazil_malaysia,spring,3,1.97,12.22,3,24.42,12.15,2.232
3/30/2025,canada_china,spring,3,0.87,13.92,2,35.73,18.46,2.335
3/31/2025,indonesia_india,spring,3,2.58,11.99,4,40,19.81,0.91
4/1/2025,south_africa_china,spring,4,1.63,17.75,3,29.19,13.5,2.26
4/1/2025,west_africa_india,spring,4,3.69,14.04,5,23.64,15.49,1.505
4/1/2025,australia_china,spring,4,2.59,16.18,4,34.82,13.55,1.462
4/1/2025,australia_south_korea,spring,4,2.26,10.78,4,38.45,19.12,2.009
4/2/2025,brazil_china,spring,4,2.25,17.85,4,40,19.27,3.5
4/3/2025,brazil_malaysia,spring,4,3.55,14.18,5,20.75,9.89,1.96
4/3/2025,canada_china,spring,4,3.6,21.65,5,40,19.68,2.628
4/4/2025,indonesia_india,spring,4,3.48,11.49,5,14.82,7.85,0.271
4/5/2025,south_africa_china,spring,4,1.63,13.17,3,24.09,10.97,1.797
4/5/2025,west_africa_india,spring,4,1.42,15.66,3,38.32,21.59,2.165
4/5/2025,australia_china,spring,4,2.11,18.53,4,22.8,11.79,0.905
4/6/2025,australia_south_korea,spring,4,1.42,17.03,3,34.81,18.22,1.541
4/6/2025,brazil_china,spring,4,1.59,16.59,3,21.59,13.25,2.288
4/6/2025,brazil_malaysia,spring,4,0.63,13.24,2,34.56,17.22,3.202
4/7/2025,canada_china,spring,4,1.76,15.86,3,20.6,9.92,0.995
4/7/2025,indonesia_india,spring,4,1.81,16.36,3,10,5,0.219
4/7/2025,south_africa_china,spring,4,3.41,13.83,5,24.7,13.12,1.948
4/8/2025,west_africa_india,spring,4,2.91,15.63,4,10,6.02,1.174
4/9/2025,australia_china,spring,4,3.68,14.11,5,10,5.57,0.425
4/9/2025,australia_south_korea,spring,4,1.84,15.96,3,25.69,9.81,1.284
4/9/2025,brazil_china,spring,4,1.39,13.62,3,25.77,15.4,2.764
4/9/2025,brazil_malaysia,spring,4,1.71,17.25,3,33.51,18.13,3.5
4/10/2025,canada_china,spring,4,2.83,15.26,4,28.15,16.67,1.711
4/10/2025,indonesia_india,spring,4,2.14,14.77,4,37.36,18.86,1.136
4/10/2025,south_africa_china,spring,4,2.47,19.7,4,28.75,16.34,2.373
4/10/2025,west_africa_india,spring,4,1.58,17.83,3,25.35,14.43,1.704
4/10/2025,australia_china,spring,4,2.11,10.05,4,23.87,11.15,1.181
4/11/2025,australia_south_korea,spring,4,2.81,14.39,4,25.22,13.26,0.978
4/11/2025,brazil_china,spring,4,0.5,14.4,2,30.74,12.11,3.5
4/12/2025,brazil_malaysia,spring,4,2.66,19.51,4,37.64,16.92,3.5
4/12/2025,canada_china,spring,4,2.1,18.36,4,39.19,17.38,2.408
4/12/2025,indonesia_india,spring,4,1.87,11.78,3,23.78,14.33,0.66
4/12/2025,south_africa_china,spring,4,1.84,9.49,3,33.39,17.23,2.317
4/13/2025,west_africa_india,spring,4,1.2,20.9,3,29.15,16.4,1.721
4/13/2025,australia_china,spring,4,1.61,16.57,3,40,20.4,1.768
4/14/2025,australia_south_korea,spring,4,2.87,15.79,4,40,16.69,1.68
4/14/2025,brazil_china,spring,4,2.36,11.54,4,28.58,19.11,3.383
4/16/2025,brazil_malaysia,spring,4,2.34,14.27,4,35.76,15.98,3.466
4/16/2025,canada_china,spring,4,1.29,15.91,3,32.32,15.85,1.802
4/16/2025,indonesia_india,spring,4,1.95,20.57,3,21.14,11.68,0.421
4/16/2025,south_africa_china,spring,4,1.05,18.15,3,34.6,16.36,2.685
4/17/2025,west_africa_india,spring,4,1.25,10.7,3,40,18.83,2.496
4/18/2025,australia_china,spring,4,0.5,13.52,2,14.48,8.34,0.805
4/18/2025,australia_south_korea,spring,4,1.95,18.34,3,25.04,8.78,1.083
4/19/2025,brazil_china,spring,4,2.64,13.33,4,31.53,15.84,3.108
4/19/2025,brazil_malaysia,spring,4,2.64,11.91,4,23.05,11.64,2.293
4/20/2025,canada_china,spring,4,2.41,11.96,4,26.16,12.67,1.782
4/20/2025,indonesia_india,spring,4,1.8,15.52,3,31.16,17.01,0.609
4/20/2025,south_africa_china,spring,4,2.01,16.12,4,40,22.39,2.914
4/21/2025,west_africa_india,spring,4,2.04,12.48,4,22.45,14.69,1.185
4/22/2025,australia_china,spring,4,2.43,11.2,4,23.94,11.18,1.082
4/22/2025,australia_south_korea,spring,4,2.19,13.22,4,26.17,10.05,1.241
4/22/2025,brazil_china,spring,4,2.28,15.49,4,40,21.39,3.5
4/22/2025,brazil_malaysia,spring,4,2.43,19.71,4,40,18.53,3.5
4/23/2025,canada_china,spring,4,2.71,15.49,4,37.2,18.1,2.583
4/23/2025,indonesia_india,spring,4,0.69,11.44,2,30.85,15.05,0.953
4/23/2025,south_africa_china,spring,4,3.24,8.94,5,28.88,14.73,1.98
4/23/2025,west_africa_india,spring,4,2.19,16.05,4,37.04,16.79,2.359
4/23/2025,australia_china,spring,4,2.73,14.4,4,39.86,21.09,1.616
4/24/2025,australia_south_korea,spring,4,3.58,17.98,5,37.95,17.52,1.785
4/24/2025,brazil_china,spring,4,2.72,16.12,4,16.46,5,1.643
4/24/2025,brazil_malaysia,spring,4,2.02,11.14,4,26.56,14.06,2.604
4/24/2025,canada_china,spring,4,1.66,17.92,3,27.45,17.04,1.701
4/24/2025,indonesia_india,spring,4,2.66,13.7,4,23.27,11.36,0.795
4/25/2025,south_africa_china,spring,4,3.31,14.97,5,10.25,5,0.786
4/25/2025,west_africa_india,spring,4,0.87,19.24,2,28.96,14.57,1.761
4/25/2025,australia_china,spring,4,1.44,16.17,3,38.86,18.89,1.806
4/25/2025,australia_south_korea,spring,4,2.18,12.94,4,10,5.86,0.527
4/26/2025,brazil_china,spring,4,1.69,14.4,3,22.21,9.31,2.578
4/26/2025,brazil_malaysia,spring,4,0.5,13.61,2,25.59,10.72,2.228
4/26/2025,canada_china,spring,4,2.34,18.72,4,16.91,9.08,1.001
4/26/2025,indonesia_india,spring,4,1.89,12.65,3,33.84,14.61,0.732
4/27/2025,south_africa_china,spring,4,2.38,14.42,4,25.33,11.83,1.834
4/27/2025,west_africa_india,spring,4,1.2,17.04,3,35.31,15.65,1.953
4/27/2025,australia_china,spring,4,1.85,17.64,3,14.56,8.31,0.776
4/28/2025,australia_south_korea,spring,4,1.36,13.7,3,34.39,15.63,1.768
4/28/2025,brazil_china,spring,4,2.96,17.37,4,17.2,12.26,1.837
4/29/2025,brazil_malaysia,spring,4,4.07,12.81,6,36.23,15.04,3.218
4/30/2025,canada_china,spring,4,0.73,13.52,2,36.17,18.96,2.364
4/30/2025,indonesia_india,spring,4,2.42,18.48,4,33.29,14.74,0.877
4/30/2025,south_africa_china,spring,4,2.9,17.34,4,21.31,11.56,1.84
5/1/2025,west_africa_india,spring,5,3.57,19.18,5,17.19,10.07,1.273
5/1/2025,australia_china,spring,5,1.82,12.41,3,12.41,7.65,0.378
5/1/2025,australia_south_korea,spring,5,3.33,16.7,5,36.55,18.84,1.518
5/2/2025,brazil_china,spring,5,3.23,16.93,5,20.44,10.14,2.194
5/2/2025,brazil_malaysia,spring,5,1.37,20.32,3,10,5,0.994
5/2/2025,canada_china,spring,5,1.23,15.14,3,38.98,21.37,2.52
5/2/2025,indonesia_india,spring,5,0.9,17.77,2,40,19.65,1.292
5/3/2025,south_africa_china,spring,5,1.64,15.25,3,33.25,12.91,2.684
5/3/2025,west_africa_india,spring,5,2.74,17.74,4,31.82,16.64,1.883
5/3/2025,australia_china,spring,5,1.66,18.12,3,20.02,12.88,0.829
5/4/2025,australia_south_korea,spring,5,1.5,18.05,3,29.22,15.94,1.624
5/5/2025,brazil_china,spring,5,1.92,15.2,3,19.9,11.25,2.165
5/6/2025,brazil_malaysia,spring,5,2.92,16.64,4,19.88,8.11,2.124
5/6/2025,canada_china,spring,5,2.32,14.72,4,40,21.11,2.455
5/6/2025,indonesia_india,spring,5,0.5,17.11,2,28.91,11.33,1.076
5/6/2025,south_africa_china,spring,5,2.04,12.6,4,25.31,12.08,2.187
5/6/2025,west_africa_india,spring,5,3.23,15.49,5,10,5,0.424
5/7/2025,australia_china,spring,5,1.45,10.99,3,40,22.27,1.779
5/7/2025,australia_south_korea,spring,5,2.38,11.37,4,19.15,11.78,1.033
5/8/2025,brazil_china,spring,5,2.49,19.7,4,33.77,16.89,3.5
5/8/2025,brazil_malaysia,spring,5,3.87,11.38,5,32.95,15.75,3.245
5/8/2025,canada_china,spring,5,1.42,17.79,3,27.91,18.6,1.833
5/9/2025,indonesia_india,spring,5,0.96,15.16,2,19.33,11.87,0.64
5/9/2025,south_africa_china,spring,5,1.73,11.11,3,28.35,15.84,2.348
5/9/2025,west_africa_india,spring,5,3.47,16.11,5,12.91,9.26,0.554
5/9/2025,australia_china,spring,5,2.08,15.9,4,14.71,10.95,0.741
5/10/2025,australia_south_korea,spring,5,1.37,18.05,3,25.86,11,1.423
5/10/2025,brazil_china,spring,5,3.47,16.39,5,25.44,12.45,2.731
5/10/2025,brazil_malaysia,spring,5,2.54,14.59,4,24.88,11.25,2.378
5/10/2025,canada_china,spring,5,0.5,15.73,2,29.07,12.58,1.705
5/10/2025,indonesia_india,spring,5,0.76,10.29,2,11.41,5,0.628
5/11/2025,south_africa_china,spring,5,2.33,15.53,4,22.94,11.73,1.778
5/11/2025,west_africa_india,spring,5,3.35,19.75,5,16.25,5,0.797
5/11/2025,australia_china,spring,5,1.42,15.84,3,25.4,11.24,1.422
5/12/2025,australia_south_korea,spring,5,2.35,17.37,4,40,22.21,1.739
5/12/2025,brazil_china,spring,5,2.24,16.88,4,19.95,10.25,1.966
5/12/2025,brazil_malaysia,spring,5,2.12,14.06,4,20.08,13.99,1.732
5/14/2025,canada_china,spring,5,3.36,21.04,5,32.99,15.68,2.205
5/14/2025,indonesia_india,spring,5,2.33,13.93,4,33.63,17.69,0.609
5/14/2025,south_africa_china,spring,5,2.27,13.56,4,34.75,21.47,2.609
5/15/2025,west_africa_india,spring,5,3.76,11.69,5,23.81,10.8,1.371
5/15/2025,australia_china,spring,5,2.33,10.31,4,36.24,17.06,1.475
5/15/2025,australia_south_korea,spring,5,2.51,15.44,4,27.06,9.98,1.394
5/16/2025,brazil_china,spring,5,3.27,15.49,5,30.27,17.34,3.411
5/16/2025,brazil_malaysia,spring,5,2.58,13.86,4,40,24.54,3.5
5/17/2025,canada_china,spring,5,1.13,10.25,3,33.38,17.28,2.178
5/17/2025,indonesia_india,spring,5,2.27,18.88,4,21.5,12.14,0.461
5/17/2025,south_africa_china,spring,5,1.51,12.95,3,26.53,12.44,1.998
5/17/2025,west_africa_india,spring,5,2.05,12.43,4,15.09,5,1.191
5/17/2025,australia_china,spring,5,1.85,14.17,3,38.53,16.92,1.919
5/19/2025,australia_south_korea,spring,5,2.27,17.11,4,40,20.35,1.623
5/19/2025,brazil_china,spring,5,2.25,12.68,4,23.33,11.23,2.562
5/19/2025,brazil_malaysia,spring,5,2.18,10.86,4,26.64,11.88,2.38
5/19/2025,canada_china,spring,5,0.5,17.5,2,37.22,21.38,2.359
5/20/2025,indonesia_india,spring,5,1.84,13.81,3,10,5,0.217
5/20/2025,south_africa_china,spring,5,2.67,11.23,4,40,16.8,3.071
5/21/2025,west_africa_india,spring,5,2.52,12.36,4,25.11,13.58,1.759
5/21/2025,australia_china,spring,5,2.09,13.42,4,35.4,16.98,1.706
5/21/2025,australia_south_korea,spring,5,2.16,14.12,4,20.97,9.48,0.75
5/22/2025,brazil_china,spring,5,2.07,15.43,4,30.37,14.12,3.5
5/22/2025,brazil_malaysia,spring,5,3.49,8.68,5,18.37,10.05,1.846
5/22/2025,canada_china,spring,5,2.46,17.76,4,19.18,5.16,1.314
5/23/2025,indonesia_india,spring,5,1.34,18.77,3,10,5,0.118
5/24/2025,south_africa_china,spring,5,3.76,8.35,5,24.94,10.37,2.17
5/25/2025,west_africa_india,spring,5,2.02,10.09,4,40,24.19,2.579
5/25/2025,australia_china,spring,5,1.45,13.66,3,33.6,16.48,1.501
5/26/2025,australia_south_korea,spring,5,2.8,10.53,4,40,22.75,1.871
5/26/2025,brazil_china,spring,5,3.27,10.43,5,33.57,16.71,3.5
5/26/2025,brazil_malaysia,spring,5,2.37,21.3,4,11.02,5,1.06
5/27/2025,canada_china,spring,5,2.19,13.38,4,33,13.9,2.166
5/27/2025,indonesia_india,spring,5,0.5,17.31,2,19.02,11.43,0.567
5/28/2025,south_africa_china,spring,5,2.94,14.35,4,28.77,16.19,2.199
5/28/2025,west_africa_india,spring,5,2.34,14.26,4,39.6,17.26,2.359
5/29/2025,australia_china,spring,5,1.56,11.19,3,18.04,6.89,1.098
5/29/2025,australia_south_korea,spring,5,3.61,9.97,5,39.68,19.98,1.615
5/30/2025,brazil_china,spring,5,1.33,17.31,3,19.29,8.85,2.29
5/31/2025,brazil_malaysia,spring,5,3.9,9.11,5,32.17,18.6,3.28
5/31/2025,canada_china,spring,5,2.86,14.56,4,16.39,7.74,0.936
5/31/2025,indonesia_india,spring,5,3.7,13.55,5,18.94,11.03,0.438
5/31/2025,south_africa_china,spring,5,2.92,9.5,4,18.33,8.33,1.435
6/1/2025,west_africa_india,summer,6,1.31,11.69,3,22.9,12.84,1.45
6/1/2025,australia_china,summer,6,1.22,14.09,3,14.12,8.85,0.404
6/2/2025,australia_south_korea,summer,6,0.5,10.6,2,24.7,16.15,0.984
6/2/2025,brazil_china,summer,6,2.05,5.83,4,15.22,6.34,1.769
6/4/2025,brazil_malaysia,summer,6,1.24,12.6,3,16.57,9.13,1.641
6/4/2025,canada_china,summer,6,1.72,10,3,18.93,10.38,1.149
6/5/2025,indonesia_india,summer,6,0.63,10.22,2,20.06,8.41,0.423
6/5/2025,south_africa_china,summer,6,1.59,12.67,3,23.59,10.93,1.901
6/5/2025,west_africa_india,summer,6,1.78,7.84,3,25.93,13.26,1.572
6/6/2025,australia_china,summer,6,0.5,10.76,2,21.46,15.15,0.873
6/6/2025,australia_south_korea,summer,6,1.71,11.21,3,15.58,10.17,0.522
6/7/2025,brazil_china,summer,6,1.88,9.8,3,27.13,14.24,3.149
6/8/2025,brazil_malaysia,summer,6,0.5,12.64,2,28.13,13.93,2.728
6/8/2025,canada_china,summer,6,1.28,13.76,3,21.73,10.7,1.236
6/8/2025,indonesia_india,summer,6,1.54,13.87,3,18,10.21,0.402
6/8/2025,south_africa_china,summer,6,1.61,14.01,3,40,19.7,3.2
6/8/2025,west_africa_india,summer,6,2.37,13.35,4,27.86,15.68,1.583
6/9/2025,australia_china,summer,6,1.65,12.93,3,16.45,7.78,0.87
6/9/2025,australia_south_korea,summer,6,0.66,7.62,2,32.64,16.04,1.535
6/9/2025,brazil_china,summer,6,2.47,11.41,4,16.83,8.49,1.642
6/10/2025,brazil_malaysia,summer,6,1.61,5,3,10.37,7.21,0.978
6/10/2025,canada_china,summer,6,3.23,9.54,5,40,19.79,2.733
6/10/2025,indonesia_india,summer,6,0.5,5,2,34.52,16.02,1.102
6/10/2025,south_africa_china,summer,6,2.24,6.49,4,24.87,7.8,2.068
6/10/2025,west_africa_india,summer,6,0.5,10.52,2,14.27,8.72,0.816
6/12/2025,australia_china,summer,6,1.24,8.88,3,16.97,5.79,0.626
6/12/2025,australia_south_korea,summer,6,1.62,10.49,3,24.81,10.41,1.104
6/12/2025,brazil_china,summer,6,1.51,14.27,3,10,5,1.016
6/12/2025,brazil_malaysia,summer,6,2.37,8.64,4,23.27,10.25,1.952
6/13/2025,canada_china,summer,6,2.99,10.77,4,21.33,10.62,1.426
6/13/2025,indonesia_india,summer,6,0.71,12.41,2,20.42,10.66,0.603
6/13/2025,south_africa_china,summer,6,2.4,11.93,4,12.7,5.25,1.141
6/13/2025,west_africa_india,summer,6,0.73,7.66,2,16.52,5,1.037
6/14/2025,australia_china,summer,6,0.5,5,2,10,5,0.409
6/14/2025,australia_south_korea,summer,6,0.51,6.37,2,17.76,9.81,0.727
6/14/2025,brazil_china,summer,6,0.64,10.43,2,22.9,14.06,2.617
6/14/2025,brazil_malaysia,summer,6,1.55,9.17,3,17.07,8.55,1.601
6/16/2025,canada_china,summer,6,1.5,6.81,3,18.79,7.37,1.006
6/16/2025,indonesia_india,summer,6,0.5,10.27,2,10,5,0.371
6/17/2025,south_africa_china,summer,6,0.5,11.71,2,20.25,11.75,1.431
6/18/2025,west_africa_india,summer,6,0.63,9.98,2,23.2,9.07,1.088
6/19/2025,australia_china,summer,6,1.21,8.45,3,16.65,5.95,0.659
6/19/2025,australia_south_korea,summer,6,1.27,10.19,3,21.86,9.59,1.173
6/19/2025,brazil_china,summer,6,1.7,13.19,3,10.3,6.11,1.107
6/19/2025,brazil_malaysia,summer,6,2.14,5.37,4,15.48,5.8,1.436
6/19/2025,canada_china,summer,6,1.61,6.74,3,29.61,14.18,1.821
6/20/2025,indonesia_india,summer,6,2.08,5.47,4,13.9,10.17,0.533
6/20/2025,south_africa_china,summer,6,0.93,9.14,2,28.3,11.28,2.129
6/21/2025,west_africa_india,summer,6,2.33,6.22,4,23.39,10.96,1.345
6/21/2025,australia_china,summer,6,1.76,7.37,3,10,5,0.364
6/22/2025,australia_south_korea,summer,6,1.28,8.84,3,12.99,5.75,0.483
6/23/2025,brazil_china,summer,6,2.6,9.86,4,21.72,12.85,2.19
6/24/2025,brazil_malaysia,summer,6,0.5,5,2,20.29,8.67,2.139
6/24/2025,canada_china,summer,6,1.46,5,3,26.63,12.92,1.766
6/25/2025,indonesia_india,summer,6,0.5,6.66,2,20.3,10.02,0.677
6/25/2025,south_africa_china,summer,6,1.13,9.76,3,10,6.7,0.884
6/25/2025,west_africa_india,summer,6,0.62,5,2,23.55,10.99,1.528
6/26/2025,australia_china,summer,6,1.82,10.57,3,29.9,15.71,1.208
6/26/2025,australia_south_korea,summer,6,2.58,6.46,4,17.72,12.09,0.76
6/26/2025,brazil_china,summer,6,0.5,11.04,2,29.36,13.21,3.029
6/27/2025,brazil_malaysia,summer,6,2.05,6.7,4,20.37,7.19,1.954
6/28/2025,canada_china,summer,6,1.67,12.03,3,17.78,8.77,1.427
6/28/2025,indonesia_india,summer,6,0.95,5,2,20.28,9.61,0.546
6/28/2025,south_africa_china,summer,6,1.6,5.64,3,26.16,13.43,2.142
6/30/2025,west_africa_india,summer,6,1.92,11.36,3,30.43,15.34,1.838
7/1/2025,australia_china,summer,7,0.5,7.98,2,28.06,12.49,1.269
7/2/2025,australia_south_korea,summer,7,0.72,5,2,27.77,13.06,1.403
7/2/2025,brazil_china,summer,7,1.54,8.13,3,22.23,8.56,2.532
7/3/2025,brazil_malaysia,summer,7,2.93,10.63,4,11.12,5,0.982
7/3/2025,canada_china,summer,7,1,12.27,2,17.05,8.9,0.992
7/3/2025,indonesia_india,summer,7,1.23,11.23,3,32.92,15.24,1.022
7/4/2025,south_africa_china,summer,7,0.5,14.92,2,20.14,12.65,1.512
7/4/2025,west_africa_india,summer,7,1.46,9.13,3,10,5.71,0.614
7/4/2025,australia_china,summer,7,2.34,10.58,4,21.71,8.75,1.142
7/4/2025,australia_south_korea,summer,7,3.7,5.5,5,30.78,15.88,1.091
7/4/2025,brazil_china,summer,7,0.74,14.64,2,22.08,9.49,2.184
7/5/2025,brazil_malaysia,summer,7,0.5,11.07,2,13.75,5,1.332
7/5/2025,canada_china,summer,7,0.91,13.75,2,10,5.72,0.516
7/5/2025,indonesia_india,summer,7,1.18,10.24,3,17.27,5.9,0.597
7/5/2025,south_africa_china,summer,7,0.67,7.35,2,10,6.27,0.783
7/5/2025,west_africa_india,summer,7,0.5,9.42,2,10,5,0.498
7/6/2025,australia_china,summer,7,1.72,7.21,3,13.53,6.59,0.91
7/6/2025,australia_south_korea,summer,7,0.5,11.12,2,10,5,0.408
7/6/2025,brazil_china,summer,7,0.95,13.56,2,11.13,7.17,1.358
7/6/2025,brazil_malaysia,summer,7,0.5,5,2,10,5,1.11
7/8/2025,canada_china,summer,7,0.97,8.6,2,21.24,9.24,1.403
7/8/2025,indonesia_india,summer,7,0.5,9.56,2,23.23,13.48,0.621
7/8/2025,south_africa_china,summer,7,3.4,8.35,5,22.71,12.14,1.661
7/8/2025,west_africa_india,summer,7,1.51,9.25,3,18.56,7.24,1.117
7/10/2025,australia_china,summer,7,1.49,11.45,3,28.53,13.79,1.345
7/10/2025,australia_south_korea,summer,7,0.5,9.52,2,19.07,7.55,0.775
7/11/2025,brazil_china,summer,7,1.36,5,3,18.21,11.21,2.096
7/11/2025,brazil_malaysia,summer,7,0.5,8.08,2,11.06,5,1.085
7/11/2025,canada_china,summer,7,0.5,7.35,2,13.79,6.29,0.986
7/11/2025,indonesia_india,summer,7,2.46,5,4,11.11,8.18,0.293
7/11/2025,south_africa_china,summer,7,1.18,11.93,3,23.57,11.01,1.674
7/11/2025,west_africa_india,summer,7,1.03,9.18,3,28.06,16.5,1.487
7/12/2025,australia_china,summer,7,0.64,8.06,2,21.33,10.81,0.696
7/12/2025,australia_south_korea,summer,7,2.19,11.12,4,10.33,5.04,0.508
7/12/2025,brazil_china,summer,7,2.2,7.86,4,14.21,7.57,1.74
7/12/2025,brazil_malaysia,summer,7,2.36,5,4,10.34,8.43,0.943
7/13/2025,canada_china,summer,7,0.5,7.05,2,14.49,5.16,0.845
7/13/2025,indonesia_india,summer,7,1.87,9.03,3,15.33,8.28,0.286
7/13/2025,south_africa_china,summer,7,2.54,6.2,4,10,8.31,0.744
7/13/2025,west_africa_india,summer,7,1.96,12.23,3,16.44,8,0.904
7/13/2025,australia_china,summer,7,1.37,11.08,3,15.98,8,0.783
7/13/2025,australia_south_korea,summer,7,1.41,9.34,3,29.53,11.73,0.952
7/14/2025,brazil_china,summer,7,1.02,6.82,3,19.4,10.19,2.133
7/14/2025,brazil_malaysia,summer,7,1.16,6.12,3,25.31,14.64,2.413
7/14/2025,canada_china,summer,7,0.71,6.41,2,20.5,10.42,1.326
7/14/2025,indonesia_india,summer,7,0.88,5,2,20.13,9.2,0.711
7/14/2025,south_africa_china,summer,7,0.9,11.32,2,13.91,5.53,0.854
7/15/2025,west_africa_india,summer,7,0.7,5.41,2,14.87,7.09,0.944
7/15/2025,australia_china,summer,7,1.33,13.75,3,16.08,7.36,0.737
7/15/2025,australia_south_korea,summer,7,0.5,6.55,2,12.08,5.08,0.605
7/15/2025,brazil_china,summer,7,0.51,7.06,2,34.95,17.35,3.5
7/16/2025,brazil_malaysia,summer,7,2.1,5,4,18.13,5,1.677
7/16/2025,canada_china,summer,7,0.5,5,2,24.8,13.54,1.639
7/17/2025,indonesia_india,summer,7,0.5,5.3,2,10,5.22,0.2
7/17/2025,south_africa_china,summer,7,0.5,5.64,2,19.84,7.67,1.509
7/17/2025,west_africa_india,summer,7,1.71,5,3,11.59,5.88,0.762
7/17/2025,australia_china,summer,7,0.68,9.18,2,30.74,11.76,0.969
7/17/2025,australia_south_korea,summer,7,1.06,11.74,3,22.65,8.58,1.111
7/17/2025,brazil_china,summer,7,1.4,9.04,3,30.84,15.44,3.169
7/18/2025,brazil_malaysia,summer,7,0.57,9.67,2,26.6,10.18,2.393
7/18/2025,canada_china,summer,7,0.78,12.52,2,27.24,13.46,1.483
7/19/2025,indonesia_india,summer,7,0.58,10.21,2,22.76,11.43,0.438
7/19/2025,south_africa_china,summer,7,2.81,9.59,4,16.94,8.36,1.483
7/19/2025,west_africa_india,summer,7,1.22,5,3,17.31,9.12,1.168
7/19/2025,australia_china,summer,7,2.19,7.83,4,10,5,0.582
7/19/2025,australia_south_korea,summer,7,1.66,7.23,3,13.33,6.55,0.682
7/21/2025,brazil_china,summer,7,0.5,5,2,17.69,10.7,1.933
7/21/2025,brazil_malaysia,summer,7,0.5,5,2,11.17,5,1.064
7/21/2025,canada_china,summer,7,0.5,7.81,2,10.58,6.02,0.997
7/21/2025,indonesia_india,summer,7,1.96,10.93,3,10,5,0.324
7/21/2025,south_africa_china,summer,7,1.18,12.54,3,11.7,7.06,0.989
7/21/2025,west_africa_india,summer,7,0.5,7.39,2,11.92,8.37,0.468
7/21/2025,australia_china,summer,7,1.14,5.06,3,10,5,0.368
7/21/2025,australia_south_korea,summer,7,0.5,10.12,2,10,5,0.216
7/22/2025,brazil_china,summer,7,1.61,7.37,3,10.19,5,1.132
7/23/2025,brazil_malaysia,summer,7,1.41,9.07,3,10,5,1.117
7/23/2025,canada_china,summer,7,1.92,8.38,3,10,5,0.643
7/24/2025,indonesia_india,summer,7,1.99,5,3,14.12,5.54,0.571
7/24/2025,south_africa_china,summer,7,1.73,12.97,3,10.21,5,0.899
7/24/2025,west_africa_india,summer,7,1.61,8.47,3,10,5.95,0.488
7/25/2025,australia_china,summer,7,1.41,5,3,10,5,0.573
7/25/2025,australia_south_korea,summer,7,2.56,10.89,4,16.39,6.89,0.751
7/25/2025,brazil_china,summer,7,0.5,5,2,14.47,6.11,1.292
7/27/2025,brazil_malaysia,summer,7,0.79,5,2,14.98,8.3,1.554
7/27/2025,canada_china,summer,7,0.73,9.5,2,16.42,9.57,1.107
7/27/2025,indonesia_india,summer,7,1.21,11.31,3,10,5,0.609
7/27/2025,south_africa_china,summer,7,1.01,5.71,3,10.39,5.64,0.549
7/29/2025,west_africa_india,summer,7,0.5,8.04,2,10,6.99,0.682
7/30/2025,australia_china,summer,7,2.6,8.47,4,10,5,0.456
7/30/2025,australia_south_korea,summer,7,0.5,8.18,2,15.64,6.61,0.653
7/30/2025,brazil_china,summer,7,0.5,8.02,2,10,6.17,1.181
7/30/2025,brazil_malaysia,summer,7,1.22,5.99,3,20.79,12.07,1.805
7/31/2025,canada_china,summer,7,0.5,10.78,2,10,6.89,0.719
7/31/2025,indonesia_india,summer,7,0.5,8.59,2,22.69,11.09,0.794
7/31/2025,south_africa_china,summer,7,0.65,9.16,2,13.19,8.35,0.928
7/31/2025,west_africa_india,summer,7,0.5,5,2,13.62,7.21,0.888
8/1/2025,australia_china,summer,8,0.5,6.44,2,16.09,5,0.9
8/1/2025,australia_south_korea,summer,8,1.95,10.33,3,10,5,0.286
8/1/2025,brazil_china,summer,8,0.5,7.8,2,16.79,7.43,1.587
8/2/2025,brazil_malaysia,summer,8,1.12,5.77,3,10,5,1.07
8/3/2025,canada_china,summer,8,0.72,6.39,2,23.14,12.57,1.291
8/3/2025,indonesia_india,summer,8,1.38,9.45,3,15.54,5,0.343
8/4/2025,south_africa_china,summer,8,1.01,8.81,3,10,7.99,0.706
8/4/2025,west_africa_india,summer,8,1.85,8.25,3,10,7.54,0.628
8/6/2025,australia_china,summer,8,0.5,5,2,10,6.32,0.61
8/6/2025,australia_south_korea,summer,8,1.59,10.77,3,28.2,12.94,1.113
8/7/2025,brazil_china,summer,8,1.24,7.56,3,20.1,10.82,2.267
8/7/2025,brazil_malaysia,summer,8,1.94,8.87,3,23.57,13.48,2.354
8/7/2025,canada_china,summer,8,1.51,5,3,10,7.11,0.467
8/8/2025,indonesia_india,summer,8,0.5,8.86,2,15.47,7.67,0.216
8/8/2025,south_africa_china,summer,8,0.5,9.84,2,16.55,8.28,1.35
8/8/2025,west_africa_india,summer,8,0.5,5.82,2,10,6.71,0.837
8/8/2025,australia_china,summer,8,1.76,5,3,10,5,0.288
8/9/2025,australia_south_korea,summer,8,0.5,8.39,2,10,5,0.513
8/9/2025,brazil_china,summer,8,1.1,9.13,3,18.6,9.16,1.876
8/10/2025,brazil_malaysia,summer,8,0.5,5,2,21.43,10.36,1.933
8/10/2025,canada_china,summer,8,1.16,8.16,3,10,5,0.573
8/10/2025,indonesia_india,summer,8,1.28,13.34,3,21.56,13.14,0.806
8/10/2025,south_africa_china,summer,8,1.5,6.95,3,10,5,0.805
8/10/2025,west_africa_india,summer,8,1.29,5,3,20.53,11.75,1.105
