Date,Port,Month,BDI,BDI_Inertia,Rain_Forecast,Wind_Forecast,Fog_Risk,Target_Delay
2021-05-19,Tianjin,5,2801.0,2543.7,254.1,9.8,0.18,4.09
2021-05-19,Jingtang,5,2801.0,2543.7,128.4,33.8,0.2,3.47
2021-05-19,Qinhuangdao,5,2801.0,2543.7,204.0,13.1,0.2,3.56
2021-05-19,Dalian,5,2801.0,2543.7,38.3,12.6,0.23,2.77
2021-05-19,Yingkou,5,2801.0,2543.7,15.6,11.2,0.18,2.85
2021-05-19,Qingdao,5,2801.0,2543.7,203.0,10.6,0.18,5.98
2021-05-19,Rizhao,5,2801.0,2543.7,120.9,18.3,0.18,6.38
2021-05-19,Lianyungang,5,2801.0,2543.7,210.6,14.5,0.18,4.94
2021-05-19,Ningbo,5,2801.0,2543.7,287.2,25.9,0.1,10.68
2021-05-19,Zhoushan,5,2801.0,2543.7,307.6,25.9,0.1,11.45
2021-05-19,Fangcheng,5,2801.0,2543.7,405.2,29.0,0.0,17.87
2021-05-19,Zhanjiang,5,2801.0,2543.7,156.7,13.8,0.07,11.33
2021-05-19,Guangzhou,5,2801.0,2543.7,221.7,13.3,0.0,13.52
2021-05-19,Krishnapatnam,5,2801.0,2543.7,116.1,26.5,0.0,13.65
2021-05-19,Mangalore,5,2801.0,2543.7,509.6,38.7,0.0,18.07
2021-05-19,Gwangyang,5,2801.0,2543.7,55.4,12.4,0.0,2.21
2021-05-19,Teluk Rubiah,5,2801.0,2543.7,75.7,18.3,0.0,3.92
2021-05-20,Ponta da Madeira,5,2824.0,2562.4,172.9,11.6,0.0,17.27
2021-05-20,Tubarao,5,2824.0,2562.4,10.5,13.6,0.0,3.11
2021-05-20,Itaguai,5,2824.0,2562.4,37.8,8.3,0.0,5.19
2021-05-20,Port Hedland,5,2824.0,2562.4,1.9,21.0,0.0,2.85
2021-05-20,Dampier,5,2824.0,2562.4,37.5,11.2,0.0,2.74
2021-05-20,Saldanha Bay,5,2824.0,2562.4,120.9,17.7,0.17,3.71
2021-05-20,Taboneo,5,2824.0,2562.4,316.9,16.2,0.0,16.63
2021-05-20,Kamsar,5,2824.0,2562.4,277.5,9.9,0.0,16.46
2021-05-20,Vancouver,5,2824.0,2562.4,102.8,14.6,0.03,7.5
2021-05-20,Zhangjiagang,5,2824.0,2562.4,343.7,20.7,0.22,10.7
2021-05-20,Nantong,5,2824.0,2562.4,12.2,24.4,0.2,6.09
2021-05-20,Nanjing,5,2824.0,2562.4,286.4,8.7,0.23,9.03
2021-05-20,Jiangyin,5,2824.0,2562.4,119.3,23.2,0.22,8.39
2021-05-20,Caofeidian,5,2824.0,2562.4,25.8,13.0,0.2,3.18
2021-05-20,Tianjin,5,2824.0,2562.4,215.8,15.2,0.18,3.85
2021-05-20,Jingtang,5,2824.0,2562.4,196.7,14.1,0.2,7.18
2021-05-20,Qinhuangdao,5,2824.0,2562.4,165.9,27.2,0.2,3.54
2021-05-20,Dalian,5,2824.0,2562.4,163.8,27.0,0.23,3.96
2021-05-20,Yingkou,5,2824.0,2562.4,201.5,30.7,0.18,6.92
2021-05-20,Qingdao,5,2824.0,2562.4,298.4,11.9,0.18,5.49
2021-05-20,Rizhao,5,2824.0,2562.4,200.1,16.8,0.18,4.89
2021-05-20,Lianyungang,5,2824.0,2562.4,136.7,21.5,0.18,4.55
2021-05-20,Ningbo,5,2824.0,2562.4,89.3,21.0,0.1,5.97
2021-05-20,Zhoushan,5,2824.0,2562.4,327.2,13.9,0.1,10.35
2021-05-20,Fangcheng,5,2824.0,2562.4,593.7,18.5,0.0,17.38
2021-05-20,Zhanjiang,5,2824.0,2562.4,253.0,29.0,0.07,15.42
2021-05-20,Guangzhou,5,2824.0,2562.4,291.8,27.1,0.0,17.21
2021-05-20,Krishnapatnam,5,2824.0,2562.4,86.5,10.5,0.0,10.76
2021-05-20,Mangalore,5,2824.0,2562.4,411.3,27.6,0.0,17.03
2021-05-20,Gwangyang,5,2824.0,2562.4,6.6,11.8,0.0,1.63
2021-05-20,Teluk Rubiah,5,2824.0,2562.4,13.3,11.9,0.0,2.37
2021-05-21,Ponta da Madeira,5,2869.0,2581.3,107.7,12.9,0.0,14.55
2021-05-21,Tubarao,5,2869.0,2581.3,195.1,9.7,0.0,16.9
2021-05-21,Itaguai,5,2869.0,2581.3,0.9,19.9,0.0,2.29
2021-05-21,Port Hedland,5,2869.0,2581.3,26.9,19.7,0.0,2.92
2021-05-21,Dampier,5,2869.0,2581.3,21.2,23.9,0.0,2.27
2021-05-21,Saldanha Bay,5,2869.0,2581.3,86.3,28.9,0.17,3.14
2021-05-21,Taboneo,5,2869.0,2581.3,6.8,24.0,0.0,2.64
2021-05-21,Kamsar,5,2869.0,2581.3,309.2,23.8,0.0,16.39
2021-05-21,Vancouver,5,2869.0,2581.3,195.0,13.3,0.03,12.48
2021-05-21,Zhangjiagang,5,2869.0,2581.3,262.1,17.3,0.22,9.29
2021-05-21,Nantong,5,2869.0,2581.3,50.7,21.4,0.2,4.39
2021-05-21,Nanjing,5,2869.0,2581.3,177.2,10.4,0.23,6.78
2021-05-21,Jiangyin,5,2869.0,2581.3,249.6,28.2,0.22,10.19
2021-05-21,Caofeidian,5,2869.0,2581.3,232.1,24.7,0.2,3.99
2021-05-21,Tianjin,5,2869.0,2581.3,304.3,28.6,0.18,3.82
2021-05-21,Jingtang,5,2869.0,2581.3,18.7,21.2,0.2,3.29
2021-05-21,Qinhuangdao,5,2869.0,2581.3,50.6,34.4,0.2,3.07
2021-05-21,Dalian,5,2869.0,2581.3,81.6,33.2,0.23,5.93
2021-05-21,Yingkou,5,2869.0,2581.3,71.5,24.4,0.18,3.22
2021-05-21,Qingdao,5,2869.0,2581.3,158.9,23.8,0.18,5.27
2021-05-21,Rizhao,5,2869.0,2581.3,43.0,21.9,0.18,2.99
2021-05-21,Lianyungang,5,2869.0,2581.3,85.9,15.8,0.18,3.74
2021-05-21,Ningbo,5,2869.0,2581.3,182.5,29.0,0.1,8.48
2021-05-21,Zhoushan,5,2869.0,2581.3,127.4,18.3,0.1,6.6
2021-05-21,Fangcheng,5,2869.0,2581.3,545.6,13.7,0.0,17.39
2021-05-21,Zhanjiang,5,2869.0,2581.3,91.8,12.6,0.07,9.03
2021-05-21,Guangzhou,5,2869.0,2581.3,308.5,31.9,0.0,16.92
2021-05-21,Krishnapatnam,5,2869.0,2581.3,169.3,16.1,0.0,16.87
2021-05-21,Mangalore,5,2869.0,2581.3,957.5,19.6,0.0,16.43
2021-05-21,Gwangyang,5,2869.0,2581.3,110.8,9.3,0.0,2.98
2021-05-21,Teluk Rubiah,5,2869.0,2581.3,124.6,18.5,0.0,4.82
2021-05-24,Ponta da Madeira,5,2881.0,2598.6,262.2,11.4,0.0,17.23
2021-05-24,Tubarao,5,2881.0,2598.6,69.5,27.1,0.0,7.13
2021-05-24,Itaguai,5,2881.0,2598.6,75.9,14.4,0.0,9.45
2021-05-24,Port Hedland,5,2881.0,2598.6,35.7,30.6,0.0,3.89
2021-05-24,Dampier,5,2881.0,2598.6,45.8,10.9,0.0,2.35
2021-05-24,Saldanha Bay,5,2881.0,2598.6,88.7,26.4,0.17,3.17
2021-05-24,Taboneo,5,2881.0,2598.6,127.6,11.8,0.0,16.4
2021-05-24,Kamsar,5,2881.0,2598.6,163.0,20.6,0.0,16.88
2021-05-24,Vancouver,5,2881.0,2598.6,68.0,12.1,0.03,5.9
2021-05-24,Zhangjiagang,5,2881.0,2598.6,152.7,22.7,0.22,7.02
2021-05-24,Nantong,5,2881.0,2598.6,227.0,12.5,0.2,8.81
2021-05-24,Nanjing,5,2881.0,2598.6,269.3,21.5,0.23,12.49
2021-05-24,Jiangyin,5,2881.0,2598.6,76.2,29.1,0.22,5.15
2021-05-24,Caofeidian,5,2881.0,2598.6,195.3,21.8,0.2,7.84
2021-05-24,Tianjin,5,2881.0,2598.6,140.6,24.1,0.18,3.69
2021-05-24,Jingtang,5,2881.0,2598.6,210.7,27.7,0.2,4.7
2021-05-24,Qinhuangdao,5,2881.0,2598.6,77.0,23.1,0.2,3.17
2021-05-24,Dalian,5,2881.0,2598.6,58.4,21.7,0.23,3.64
2021-05-24,Yingkou,5,2881.0,2598.6,175.6,17.3,0.18,3.58
2021-05-24,Qingdao,5,2881.0,2598.6,70.9,17.4,0.18,4.17
2021-05-24,Rizhao,5,2881.0,2598.6,29.2,14.5,0.18,5.4
2021-05-24,Lianyungang,5,2881.0,2598.6,248.6,25.9,0.18,4.67
2021-05-24,Ningbo,5,2881.0,2598.6,73.3,16.4,0.1,4.83
2021-05-24,Zhoushan,5,2881.0,2598.6,67.4,19.5,0.1,5.03
2021-05-24,Fangcheng,5,2881.0,2598.6,463.1,32.0,0.0,17.83
2021-05-24,Zhanjiang,5,2881.0,2598.6,320.2,19.0,0.07,17.28
2021-05-24,Guangzhou,5,2881.0,2598.6,698.9,19.4,0.0,17.53
2021-05-24,Krishnapatnam,5,2881.0,2598.6,357.7,18.9,0.0,17.09
2021-05-24,Mangalore,5,2881.0,2598.6,1676.1,27.0,0.0,17.06
2021-05-24,Gwangyang,5,2881.0,2598.6,89.2,16.8,0.0,2.67
2021-05-24,Teluk Rubiah,5,2881.0,2598.6,83.9,10.0,0.0,3.89
2021-05-25,Ponta da Madeira,5,2809.0,2611.8,46.7,29.6,0.0,6.23
2021-05-25,Tubarao,5,2809.0,2611.8,129.1,22.9,0.0,12.88
2021-05-25,Itaguai,5,2809.0,2611.8,186.6,8.4,0.0,16.92
2021-05-25,Port Hedland,5,2809.0,2611.8,10.8,11.8,0.0,2.52
2021-05-25,Dampier,5,2809.0,2611.8,47.5,24.9,0.0,2.78
2021-05-25,Saldanha Bay,5,2809.0,2611.8,115.7,24.7,0.17,4.11
2021-05-25,Taboneo,5,2809.0,2611.8,30.8,12.0,0.0,5.21
2021-05-25,Kamsar,5,2809.0,2611.8,283.7,8.0,0.0,16.71
2021-05-25,Vancouver,5,2809.0,2611.8,104.9,11.7,0.03,9.25
2021-05-25,Zhangjiagang,5,2809.0,2611.8,180.4,17.4,0.22,10.4
2021-05-25,Nantong,5,2809.0,2611.8,231.4,18.4,0.2,8.22
2021-05-25,Nanjing,5,2809.0,2611.8,90.9,19.7,0.23,8.17
2021-05-25,Jiangyin,5,2809.0,2611.8,134.5,16.9,0.22,6.1
2021-05-25,Caofeidian,5,2809.0,2611.8,32.0,11.8,0.2,3.39
2021-05-25,Tianjin,5,2809.0,2611.8,188.6,12.7,0.18,3.86
2021-05-25,Jingtang,5,2809.0,2611.8,16.1,12.4,0.2,6.35
2021-05-25,Qinhuangdao,5,2809.0,2611.8,51.6,31.4,0.2,3.53
2021-05-25,Dalian,5,2809.0,2611.8,265.8,24.8,0.23,4.18
2021-05-25,Yingkou,5,2809.0,2611.8,63.7,23.3,0.18,3.18
2021-05-25,Qingdao,5,2809.0,2611.8,129.7,23.5,0.18,5.41
2021-05-25,Rizhao,5,2809.0,2611.8,156.3,17.7,0.18,4.53
2021-05-25,Lianyungang,5,2809.0,2611.8,74.5,29.9,0.18,5.91
2021-05-25,Ningbo,5,2809.0,2611.8,233.5,17.9,0.1,8.43
2021-05-25,Zhoushan,5,2809.0,2611.8,289.5,14.9,0.1,11.32
2021-05-25,Fangcheng,5,2809.0,2611.8,376.1,32.6,0.0,17.66
2021-05-25,Zhanjiang,5,2809.0,2611.8,43.0,27.6,0.07,5.37
2021-05-25,Guangzhou,5,2809.0,2611.8,232.2,37.7,0.0,17.59
2021-05-25,Krishnapatnam,5,2809.0,2611.8,203.1,11.5,0.0,16.84
2021-05-25,Mangalore,5,2809.0,2611.8,1226.8,13.6,0.0,16.91
2021-05-25,Gwangyang,5,2809.0,2611.8,52.8,25.9,0.0,2.56
2021-05-25,Teluk Rubiah,5,2809.0,2611.8,61.7,13.8,0.0,2.9
2021-05-26,Ponta da Madeira,5,2754.0,2622.3,50.5,17.7,0.0,7.13
2021-05-26,Tubarao,5,2754.0,2622.3,6.4,16.2,0.0,2.71
2021-05-26,Itaguai,5,2754.0,2622.3,3.2,11.1,0.0,2.54
2021-05-26,Port Hedland,5,2754.0,2622.3,22.9,15.9,0.0,3.18
2021-05-26,Dampier,5,2754.0,2622.3,22.2,14.6,0.0,2.74
2021-05-26,Saldanha Bay,5,2754.0,2622.3,109.5,37.3,0.17,5.49
2021-05-26,Taboneo,5,2754.0,2622.3,459.9,19.9,0.0,16.84
2021-05-26,Kamsar,5,2754.0,2622.3,413.9,18.4,0.0,16.8
2021-05-26,Vancouver,5,2754.0,2622.3,189.6,13.2,0.03,12.61
2021-05-26,Zhangjiagang,5,2754.0,2622.3,287.5,18.0,0.22,10.71
2021-05-26,Nantong,5,2754.0,2622.3,324.0,24.2,0.2,10.51
2021-05-26,Nanjing,5,2754.0,2622.3,195.3,17.7,0.23,9.03
2021-05-26,Jiangyin,5,2754.0,2622.3,91.9,16.6,0.22,8.43
2021-05-26,Caofeidian,5,2754.0,2622.3,99.7,32.6,0.2,7.43
2021-05-26,Tianjin,5,2754.0,2622.3,45.4,20.9,0.18,6.42
2021-05-26,Jingtang,5,2754.0,2622.3,109.8,21.4,0.2,3.78
2021-05-26,Qinhuangdao,5,2754.0,2622.3,181.0,16.0,0.2,3.71
2021-05-26,Dalian,5,2754.0,2622.3,84.4,32.7,0.23,3.46
2021-05-26,Yingkou,5,2754.0,2622.3,15.4,26.2,0.18,3.08
2021-05-26,Qingdao,5,2754.0,2622.3,76.7,12.8,0.18,7.07
2021-05-26,Rizhao,5,2754.0,2622.3,207.3,12.0,0.18,6.92
2021-05-26,Lianyungang,5,2754.0,2622.3,130.5,23.2,0.18,3.59
2021-05-26,Ningbo,5,2754.0,2622.3,152.2,10.9,0.1,7.61
2021-05-26,Zhoushan,5,2754.0,2622.3,61.8,10.2,0.1,4.65
2021-05-26,Fangcheng,5,2754.0,2622.3,593.5,14.4,0.0,16.96
2021-05-26,Zhanjiang,5,2754.0,2622.3,410.8,34.9,0.07,18.54
2021-05-26,Guangzhou,5,2754.0,2622.3,702.9,32.4,0.0,18.27
2021-05-26,Krishnapatnam,5,2754.0,2622.3,208.3,15.2,0.0,17.09
2021-05-26,Mangalore,5,2754.0,2622.3,960.2,24.7,0.0,17.24
2021-05-26,Gwangyang,5,2754.0,2622.3,35.5,8.3,0.0,2.42
2021-05-26,Teluk Rubiah,5,2754.0,2622.3,39.5,16.3,0.0,3.25
2021-05-27,Ponta da Madeira,5,2688.0,2630.5,63.5,27.1,0.0,9.87
2021-05-27,Tubarao,5,2688.0,2630.5,98.2,17.3,0.0,11.17
2021-05-27,Itaguai,5,2688.0,2630.5,114.7,13.5,0.0,11.78
2021-05-27,Port Hedland,5,2688.0,2630.5,53.3,10.8,0.0,3.39
2021-05-27,Dampier,5,2688.0,2630.5,17.6,11.2,0.0,2.43
2021-05-27,Saldanha Bay,5,2688.0,2630.5,115.8,23.5,0.17,3.45
2021-05-27,Taboneo,5,2688.0,2630.5,131.8,16.6,0.0,16.71
2021-05-27,Kamsar,5,2688.0,2630.5,140.9,19.4,0.0,16.88
2021-05-27,Vancouver,5,2688.0,2630.5,102.6,11.0,0.03,9.23
2021-05-27,Zhangjiagang,5,2688.0,2630.5,171.7,20.6,0.22,7.83
2021-05-27,Nantong,5,2688.0,2630.5,219.5,25.7,0.2,8.9
2021-05-27,Nanjing,5,2688.0,2630.5,208.4,20.3,0.23,8.52
2021-05-27,Jiangyin,5,2688.0,2630.5,212.7,21.6,0.22,10.55
2021-05-27,Caofeidian,5,2688.0,2630.5,126.6,30.7,0.2,7.01
2021-05-27,Tianjin,5,2688.0,2630.5,237.6,12.1,0.18,7.28
2021-05-27,Jingtang,5,2688.0,2630.5,177.3,11.8,0.2,7.14
2021-05-27,Qinhuangdao,5,2688.0,2630.5,207.4,11.2,0.2,3.87
2021-05-27,Dalian,5,2688.0,2630.5,305.4,34.2,0.23,4.65
2021-05-27,Yingkou,5,2688.0,2630.5,106.4,10.7,0.18,6.34
2021-05-27,Qingdao,5,2688.0,2630.5,108.6,14.5,0.18,4.48
2021-05-27,Rizhao,5,2688.0,2630.5,67.4,20.4,0.18,3.77
2021-05-27,Lianyungang,5,2688.0,2630.5,77.0,16.3,0.18,3.61
2021-05-27,Ningbo,5,2688.0,2630.5,128.3,18.7,0.1,8.87
2021-05-27,Zhoushan,5,2688.0,2630.5,279.2,29.7,0.1,11.3
2021-05-27,Fangcheng,5,2688.0,2630.5,483.7,13.0,0.0,17.22
2021-05-27,Zhanjiang,5,2688.0,2630.5,183.1,26.5,0.07,12.38
2021-05-27,Guangzhou,5,2688.0,2630.5,709.5,20.7,0.0,18.03
2021-05-27,Krishnapatnam,5,2688.0,2630.5,55.5,8.8,0.0,8.35
2021-05-27,Mangalore,5,2688.0,2630.5,205.3,34.5,0.0,18.79
2021-05-27,Gwangyang,5,2688.0,2630.5,86.1,12.5,0.0,2.84
2021-05-27,Teluk Rubiah,5,2688.0,2630.5,138.4,13.7,0.0,4.64
2021-05-28,Ponta da Madeira,5,2596.0,2637.7,34.3,17.6,0.0,5.75
2021-05-28,Tubarao,5,2596.0,2637.7,16.4,14.9,0.0,2.83
2021-05-28,Itaguai,5,2596.0,2637.7,167.5,5.5,0.0,16.62
2021-05-28,Port Hedland,5,2596.0,2637.7,9.0,19.2,0.0,2.89
2021-05-28,Dampier,5,2596.0,2637.7,17.5,20.8,0.0,2.68
2021-05-28,Saldanha Bay,5,2596.0,2637.7,56.4,38.3,0.17,3.32
2021-05-28,Taboneo,5,2596.0,2637.7,337.5,8.9,0.0,16.6
2021-05-28,Kamsar,5,2596.0,2637.7,84.4,7.8,0.0,9.78
2021-05-28,Vancouver,5,2596.0,2637.7,116.1,9.7,0.03,9.79
2021-05-28,Zhangjiagang,5,2596.0,2637.7,26.4,10.7,0.22,4.15
2021-05-28,Nantong,5,2596.0,2637.7,207.5,11.9,0.2,8.48
2021-05-28,Nanjing,5,2596.0,2637.7,184.0,17.7,0.23,7.34
2021-05-28,Jiangyin,5,2596.0,2637.7,232.9,17.7,0.22,8.04
2021-05-28,Caofeidian,5,2596.0,2637.7,164.2,10.1,0.2,3.78
2021-05-28,Tianjin,5,2596.0,2637.7,65.8,19.9,0.18,3.11
2021-05-28,Jingtang,5,2596.0,2637.7,43.0,23.8,0.2,3.88
2021-05-28,Qinhuangdao,5,2596.0,2637.7,229.0,18.5,0.2,3.77
2021-05-28,Dalian,5,2596.0,2637.7,205.7,28.8,0.23,4.68
2021-05-28,Yingkou,5,2596.0,2637.7,75.7,17.5,0.18,3.29
2021-05-28,Qingdao,5,2596.0,2637.7,211.6,22.9,0.18,8.67
2021-05-28,Rizhao,5,2596.0,2637.7,253.1,22.6,0.18,5.9
2021-05-28,Lianyungang,5,2596.0,2637.7,155.0,28.0,0.18,7.16
2021-05-28,Ningbo,5,2596.0,2637.7,168.8,27.7,0.1,8.28
2021-05-28,Zhoushan,5,2596.0,2637.7,217.0,20.9,0.1,8.4
2021-05-28,Fangcheng,5,2596.0,2637.7,7.3,24.9,0.0,2.97
2021-05-28,Zhanjiang,5,2596.0,2637.7,444.3,25.5,0.07,17.96
2021-05-28,Guangzhou,5,2596.0,2637.7,343.4,27.8,0.0,18.33
2021-05-28,Krishnapatnam,5,2596.0,2637.7,208.3,22.3,0.0,16.82
2021-05-28,Mangalore,5,2596.0,2637.7,822.3,32.4,0.0,18.3
2021-05-28,Gwangyang,5,2596.0,2637.7,14.1,17.6,0.0,2.11
2021-05-28,Teluk Rubiah,5,2596.0,2637.7,69.3,12.1,0.0,4.06
2021-06-01,Ponta da Madeira,6,2568.0,2646.0,0.8,16.0,0.0,2.22
2021-06-01,Tubarao,6,2568.0,2646.0,50.0,22.6,0.0,5.97
2021-06-01,Itaguai,6,2568.0,2646.0,119.6,12.2,0.0,11.61
2021-06-01,Port Hedland,6,2568.0,2646.0,30.4,19.1,0.0,2.91
2021-06-01,Dampier,6,2568.0,2646.0,12.9,26.9,0.0,2.25
2021-06-01,Saldanha Bay,6,2568.0,2646.0,92.8,21.0,0.18,4.95
2021-06-01,Taboneo,6,2568.0,2646.0,30.8,23.7,0.0,6.52
2021-06-01,Kamsar,6,2568.0,2646.0,19.7,19.8,0.0,3.94
2021-06-01,Vancouver,6,2568.0,2646.0,116.8,5.7,0.02,8.82
2021-06-01,Zhangjiagang,6,2568.0,2646.0,237.1,19.0,0.16,8.99
2021-06-01,Nantong,6,2568.0,2646.0,108.2,21.1,0.15,5.25
2021-06-01,Nanjing,6,2568.0,2646.0,41.6,12.0,0.17,4.05
2021-06-01,Jiangyin,6,2568.0,2646.0,219.8,20.8,0.16,12.72
2021-06-01,Caofeidian,6,2568.0,2646.0,174.6,15.2,0.15,7.6
2021-06-01,Tianjin,6,2568.0,2646.0,94.1,19.0,0.14,3.41
2021-06-01,Jingtang,6,2568.0,2646.0,148.1,14.6,0.15,4.18
2021-06-01,Qinhuangdao,6,2568.0,2646.0,75.7,27.5,0.15,3.23
2021-06-01,Dalian,6,2568.0,2646.0,368.7,21.3,0.22,4.5
2021-06-01,Yingkou,6,2568.0,2646.0,84.7,15.8,0.14,3.29
2021-06-01,Qingdao,6,2568.0,2646.0,40.3,17.4,0.14,4.15
2021-06-01,Rizhao,6,2568.0,2646.0,87.7,24.5,0.14,4.17
2021-06-01,Lianyungang,6,2568.0,2646.0,120.5,28.9,0.14,6.17
2021-06-01,Ningbo,6,2568.0,2646.0,51.7,21.4,0.07,7.76
2021-06-01,Zhoushan,6,2568.0,2646.0,317.9,17.7,0.07,11.27
2021-06-01,Fangcheng,6,2568.0,2646.0,616.6,21.7,0.0,16.94
2021-06-01,Zhanjiang,6,2568.0,2646.0,529.6,27.8,0.06,18.51
2021-06-01,Guangzhou,6,2568.0,2646.0,146.9,25.7,0.0,9.19
2021-06-01,Krishnapatnam,6,2568.0,2646.0,232.2,22.5,0.0,17.23
2021-06-01,Mangalore,6,2568.0,2646.0,1972.3,15.7,0.0,16.61
2021-06-01,Gwangyang,6,2568.0,2646.0,11.1,10.6,0.0,1.85
2021-06-01,Teluk Rubiah,6,2568.0,2646.0,27.5,17.3,0.0,2.84
2021-06-02,Ponta da Madeira,6,2530.0,2654.0,162.5,26.5,0.0,17.18
2021-06-02,Tubarao,6,2530.0,2654.0,63.6,21.9,0.0,9.12
2021-06-02,Itaguai,6,2530.0,2654.0,137.9,11.9,0.0,13.4
2021-06-02,Port Hedland,6,2530.0,2654.0,10.6,14.2,0.0,2.81
2021-06-02,Dampier,6,2530.0,2654.0,25.5,23.0,0.0,2.35
2021-06-02,Saldanha Bay,6,2530.0,2654.0,76.9,41.4,0.18,5.07
2021-06-02,Taboneo,6,2530.0,2654.0,96.9,12.4,0.0,16.42
2021-06-02,Kamsar,6,2530.0,2654.0,425.2,24.5,0.0,16.55
2021-06-02,Vancouver,6,2530.0,2654.0,44.3,10.7,0.02,4.67
2021-06-02,Zhangjiagang,6,2530.0,2654.0,48.8,14.4,0.16,4.39
2021-06-02,Nantong,6,2530.0,2654.0,118.9,15.5,0.15,5.75
2021-06-02,Nanjing,6,2530.0,2654.0,96.6,15.8,0.17,5.13
2021-06-02,Jiangyin,6,2530.0,2654.0,319.8,21.1,0.16,10.12
2021-06-02,Caofeidian,6,2530.0,2654.0,156.6,25.7,0.15,7.67
2021-06-02,Tianjin,6,2530.0,2654.0,128.0,20.6,0.14,3.79
2021-06-02,Jingtang,6,2530.0,2654.0,236.6,10.4,0.15,4.3
2021-06-02,Qinhuangdao,6,2530.0,2654.0,57.7,20.3,0.15,2.98
2021-06-02,Dalian,6,2530.0,2654.0,79.9,25.9,0.22,6.65
2021-06-02,Yingkou,6,2530.0,2654.0,122.4,17.9,0.14,3.46
2021-06-02,Qingdao,6,2530.0,2654.0,56.8,7.9,0.14,6.34
2021-06-02,Rizhao,6,2530.0,2654.0,197.4,24.6,0.14,4.87
2021-06-02,Lianyungang,6,2530.0,2654.0,42.3,24.7,0.14,3.46
2021-06-02,Ningbo,6,2530.0,2654.0,309.9,14.4,0.07,12.68
2021-06-02,Zhoushan,6,2530.0,2654.0,489.6,36.7,0.07,13.98
2021-06-02,Fangcheng,6,2530.0,2654.0,672.0,27.7,0.0,18.01
2021-06-02,Zhanjiang,6,2530.0,2654.0,209.3,15.5,0.06,15.56
2021-06-02,Guangzhou,6,2530.0,2654.0,224.7,23.9,0.0,16.09
2021-06-02,Krishnapatnam,6,2530.0,2654.0,358.9,21.1,0.0,17.18
2021-06-02,Mangalore,6,2530.0,2654.0,144.9,36.1,0.0,17.46
2021-06-02,Gwangyang,6,2530.0,2654.0,28.0,17.4,0.0,2.06
2021-06-02,Teluk Rubiah,6,2530.0,2654.0,53.2,18.0,0.0,2.94
2021-06-03,Ponta da Madeira,6,2472.0,2660.5,47.0,29.5,0.0,6.94
2021-06-03,Tubarao,6,2472.0,2660.5,81.0,26.6,0.0,10.48
2021-06-03,Itaguai,6,2472.0,2660.5,95.9,13.0,0.0,12.21
2021-06-03,Port Hedland,6,2472.0,2660.5,23.2,7.3,0.0,3.22
2021-06-03,Dampier,6,2472.0,2660.5,20.1,13.4,0.0,2.41
2021-06-03,Saldanha Bay,6,2472.0,2660.5,23.3,38.9,0.18,4.52
2021-06-03,Taboneo,6,2472.0,2660.5,384.1,14.2,0.0,17.01
2021-06-03,Kamsar,6,2472.0,2660.5,137.9,16.7,0.0,16.7
2021-06-03,Vancouver,6,2472.0,2660.5,23.7,13.0,0.02,3.89
2021-06-03,Zhangjiagang,6,2472.0,2660.5,60.5,22.5,0.16,4.8
2021-06-03,Nantong,6,2472.0,2660.5,26.5,26.4,0.15,3.57
2021-06-03,Nanjing,6,2472.0,2660.5,232.8,20.9,0.17,10.15
2021-06-03,Jiangyin,6,2472.0,2660.5,348.1,19.6,0.16,10.33
2021-06-03,Caofeidian,6,2472.0,2660.5,22.5,17.5,0.15,3.38
2021-06-03,Tianjin,6,2472.0,2660.5,169.6,9.2,0.14,3.9
2021-06-03,Jingtang,6,2472.0,2660.5,188.5,12.6,0.15,6.95
2021-06-03,Qinhuangdao,6,2472.0,2660.5,108.2,21.7,0.15,3.52
2021-06-03,Dalian,6,2472.0,2660.5,59.6,21.9,0.22,3.23
2021-06-03,Yingkou,6,2472.0,2660.5,56.9,16.4,0.14,6.26
2021-06-03,Qingdao,6,2472.0,2660.5,236.8,10.4,0.14,5.38
2021-06-03,Rizhao,6,2472.0,2660.5,212.0,24.1,0.14,7.48
2021-06-03,Lianyungang,6,2472.0,2660.5,50.1,21.2,0.14,3.28
2021-06-03,Ningbo,6,2472.0,2660.5,210.2,12.9,0.07,9.81
2021-06-03,Zhoushan,6,2472.0,2660.5,444.5,14.9,0.07,14.01
2021-06-03,Fangcheng,6,2472.0,2660.5,173.9,31.7,0.0,12.0
2021-06-03,Zhanjiang,6,2472.0,2660.5,465.0,16.3,0.06,18.39
2021-06-03,Guangzhou,6,2472.0,2660.5,61.8,26.9,0.0,6.44
2021-06-03,Krishnapatnam,6,2472.0,2660.5,203.1,24.9,0.0,17.26
2021-06-03,Mangalore,6,2472.0,2660.5,1151.1,31.2,0.0,17.22
2021-06-03,Gwangyang,6,2472.0,2660.5,76.0,22.4,0.0,2.76
2021-06-03,Teluk Rubiah,6,2472.0,2660.5,96.5,18.3,0.0,4.74
2021-06-04,Ponta da Madeira,6,2438.0,2666.6,145.0,22.9,0.0,17.48
2021-06-04,Tubarao,6,2438.0,2666.6,79.5,23.9,0.0,10.7
2021-06-04,Itaguai,6,2438.0,2666.6,75.6,11.9,0.0,8.14
2021-06-04,Port Hedland,6,2438.0,2666.6,21.9,10.5,0.0,3.37
2021-06-04,Dampier,6,2438.0,2666.6,13.7,9.7,0.0,2.72
